#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -49.3613  -49.2974  -49.2920  -44.3421  -44.2813  -44.2737  -23.8011  -23.2865  -23.2508  -23.2078   -7.3078   -6.5104   -6.1189   -5.9278   -5.2746   -5.2568   -5.2150   -5.1798   -4.3334   -3.9381   -3.9260   -3.6299   -2.7096   -2.5230   -2.2740   -1.2938   -0.9048    2.3913    3.9385    4.5186    4.5576    5.3338    5.4016    7.4868    7.9623    9.5686   10.6217   12.3094   13.0323   13.5223   13.8084   14.7560   16.4336   17.0589   20.5045   20.6488   21.3443   21.3689
  0.0222  -49.3613  -49.2974  -49.2920  -44.3421  -44.2813  -44.2737  -23.8007  -23.2871  -23.2505  -23.2078   -7.3067   -6.5103   -6.1190   -5.9271   -5.2755   -5.2565   -5.2147   -5.1795   -4.3341   -3.9400   -3.9275   -3.6304   -2.7094   -2.5228   -2.2738   -1.2928   -0.9047    2.3949    3.9387    4.5185    4.5575    5.3334    5.4015    7.4840    7.9595    9.5723   10.6259   12.3030   13.0098   13.5460   13.8156   14.7570   16.4337   17.0600   20.5015   20.6119   21.3515   21.3867
  0.0445  -49.3613  -49.2974  -49.2920  -44.3421  -44.2813  -44.2737  -23.7997  -23.2889  -23.2497  -23.2080   -7.3034   -6.5099   -6.1191   -5.9251   -5.2783   -5.2557   -5.2136   -5.1786   -4.3365   -3.9463   -3.9311   -3.6321   -2.7087   -2.5224   -2.2731   -1.2899   -0.9043    2.4056    3.9393    4.5183    4.5572    5.3323    5.4014    7.4751    7.9519    9.5829   10.6387   12.2842   12.9529   13.6051   13.8385   14.7603   16.4341   17.0634   20.4925   20.5148   21.3536   21.4893
  0.0667  -49.3613  -49.2974  -49.2920  -44.3421  -44.2813  -44.2737  -23.7979  -23.2917  -23.2485  -23.2082   -7.2978   -6.5091   -6.1195   -5.9217   -5.2831   -5.2544   -5.2117   -5.1770   -4.3403   -3.9582   -3.9355   -3.6350   -2.7077   -2.5215   -2.2721   -1.2852   -0.9037    2.4234    3.9402    4.5180    4.5566    5.3304    5.4011    7.4586    7.9419    9.5994   10.6603   12.2539   12.8783   13.6782   13.8808   14.7657   16.4347   17.0692   20.3813   20.4769   21.3451   21.4531
  0.0889  -49.3613  -49.2974  -49.2920  -44.3421  -44.2813  -44.2737  -23.7956  -23.2955  -23.2472  -23.2086   -7.2901   -6.5081   -6.1199   -5.9169   -5.2900   -5.2526   -5.2087   -5.1747   -4.3457   -3.9756   -3.9406   -3.6389   -2.7062   -2.5204   -2.2707   -1.2786   -0.9029    2.4481    3.9414    4.5174    4.5558    5.3278    5.4007    7.4327    7.9326    9.6198   10.6908   12.2132   12.7964   13.7484   13.9476   14.7732   16.4355   17.0772   20.2270   20.4540   21.2045   21.3740
  0.1111  -49.3613  -49.2974  -49.2920  -44.3421  -44.2813  -44.2738  -23.7926  -23.3002  -23.2457  -23.2091   -7.2803   -6.5069   -6.1204   -5.9107   -5.2991   -5.2505   -5.2047   -5.1717   -4.3525   -3.9981   -3.9465   -3.6440   -2.7043   -2.5190   -2.2689   -1.2704   -0.9019    2.4796    3.9430    4.5168    4.5548    5.3245    5.4001    7.3955    7.9273    9.6425   10.7307   12.1638   12.7122   13.8094   14.0384   14.7827   16.4362   17.0876   20.0608   20.4228   20.9737   21.3521
  0.1334  -49.3613  -49.2974  -49.2920  -44.3421  -44.2813  -44.2738  -23.7888  -23.3053  -23.2442  -23.2096   -7.2683   -6.5053   -6.1211   -5.9031   -5.3104   -5.2479   -5.1997   -5.1679   -4.3607   -4.0252   -3.9533   -3.6503   -2.7022   -2.5173   -2.2668   -1.2606   -0.9007    2.5178    3.9450    4.5161    4.5536    5.3206    5.3995    7.3460    7.9287    9.6657   10.7801   12.1074   12.6277   13.8651   14.1458   14.7942   16.4372   17.1003   19.8876   20.3826   20.7363   21.3455
  0.1556  -49.3613  -49.2974  -49.2920  -44.3421  -44.2813  -44.2738  -23.7843  -23.3112  -23.2427  -23.2101   -7.2544   -6.5035   -6.1219   -5.8941   -5.3239   -5.2451   -5.1936   -5.1634   -4.3704   -4.0566   -3.9607   -3.6576   -2.6997   -2.5154   -2.2645   -1.2494   -0.8993    2.5623    3.9472    4.5152    4.5523    5.3161    5.3988    7.2846    7.9380    9.6878   10.8387   12.0459   12.5440   13.9195   14.2620   14.8075   16.4386   17.1154   19.7106   20.3328   20.4985   21.3383
  0.1778  -49.3613  -49.2974  -49.2920  -44.3421  -44.2813  -44.2738  -23.7792  -23.3178  -23.2411  -23.2107   -7.2385   -6.5015   -6.1227   -5.8836   -5.3395   -5.2420   -5.1866   -5.1580   -4.3813   -4.0919   -3.9688   -3.6660   -2.6970   -2.5133   -2.2620   -1.2370   -0.8977    2.6130    3.9498    4.5142    4.5507    5.3110    5.3980    7.2122    7.9551    9.7073   10.9062   11.9810   12.4614   13.9754   14.3820   14.8225   16.4401   17.1329   19.5320   20.2635   20.2730   21.3297
  0.2001  -49.3613  -49.2974  -49.2920  -44.3421  -44.2813  -44.2738  -23.7735  -23.3248  -23.2398  -23.2114   -7.2207   -6.4992   -6.1236   -5.8717   -5.3571   -5.2389   -5.1787   -5.1517   -4.3935   -4.1307   -3.9773   -3.6754   -2.6941   -2.5110   -2.2593   -1.2235   -0.8959    2.6697    3.9527    4.5131    4.5490    5.3054    5.3971    7.1307    7.9797    9.7237   10.9820   11.9143   12.3800   14.0336   14.5026   14.8391   16.4416   17.1528   19.3532   20.0337   20.2034   21.3188
  0.2223  -49.3613  -49.2974  -49.2921  -44.3421  -44.2813  -44.2738  -23.7672  -23.3327  -23.2386  -23.2123   -7.2013   -6.4967   -6.1246   -5.8583   -5.3765   -5.2356   -5.1702   -5.1445   -4.4068   -4.1726   -3.9860   -3.6859   -2.6910   -2.5085   -2.2565   -1.2091   -0.8941    2.7318    3.9558    4.5119    4.5472    5.2993    5.3961    7.0413    8.0109    9.7364   11.0646   11.8474   12.3005   14.0946   14.6211   14.8570   16.4432   17.1752   19.1756   19.8118   20.1244   21.3070
  0.2445  -49.3613  -49.2974  -49.2921  -44.3421  -44.2813  -44.2738  -23.7603  -23.3411  -23.2374  -23.2130   -7.1802   -6.4940   -6.1257   -5.8434   -5.3976   -5.2324   -5.1612   -5.1363   -4.4213   -4.2173   -3.9948   -3.6974   -2.6879   -2.5059   -2.2537   -1.1940   -0.8921    2.7991    3.9593    4.5107    4.5452    5.2929    5.3951    6.9458    8.0481    9.7454   11.1522   11.7820   12.2236   14.1585   14.7348   14.8762   16.4449   17.2001   18.9998   19.6003   20.0376   21.2911
  0.2667  -49.3613  -49.2974  -49.2921  -44.3421  -44.2813  -44.2738  -23.7528  -23.3496  -23.2362  -23.2137   -7.1576   -6.4910   -6.1268   -5.8271   -5.4203   -5.2292   -5.1517   -5.1272   -4.4368   -4.2644   -4.0035   -3.7098   -2.6846   -2.5032   -2.2509   -1.1784   -0.8900    2.8714    3.9630    4.5093    4.5432    5.2861    5.3941    6.8455    8.0905    9.7505   11.2415   11.7200   12.1507   14.2259   14.8413   14.8964   16.4467   17.2275   18.8262   19.4024   19.9440   21.2742
  0.2890  -49.3613  -49.2974  -49.2921  -44.3421  -44.2813  -44.2738  -23.7446  -23.3589  -23.2349  -23.2142   -7.1337   -6.4878   -6.1279   -5.8095   -5.4442   -5.2260   -5.1420   -5.1172   -4.4531   -4.3133   -4.0119   -3.7231   -2.6813   -2.5005   -2.2480   -1.1625   -0.8879    2.9482    3.9670    4.5080    4.5411    5.2789    5.3931    6.7412    8.1378    9.7519   11.3258   11.6654   12.0851   14.2961   14.9175   14.9375   16.4487   17.2576   18.6541   19.2221   19.8449   21.2554
  0.3112  -49.3613  -49.2974  -49.2921  -44.3421  -44.2813  -44.2738  -23.7358  -23.3686  -23.2339  -23.2149   -7.1088   -6.4843   -6.1290   -5.7906   -5.4692   -5.2230   -5.1323   -5.1062   -4.4704   -4.3638   -4.0197   -3.7373   -2.6781   -2.4978   -2.2452   -1.1465   -0.8857    3.0293    3.9713    4.5066    4.5390    5.2713    5.3921    6.6339    8.1892    9.7494   11.3902   11.6268   12.0326   14.3693   14.9391   15.0201   16.4505   17.2904   18.4830   19.0640   19.7417   21.2339
  0.3334  -49.3613  -49.2974  -49.2921  -44.3421  -44.2813  -44.2738  -23.7267  -23.3788  -23.2329  -23.2155   -7.0829   -6.4805   -6.1302   -5.7707   -5.4947   -5.2202   -5.1226   -5.0944   -4.4883   -4.4154   -4.0268   -3.7521   -2.6748   -2.4950   -2.2425   -1.1305   -0.8834    3.1140    3.9760    4.5052    4.5369    5.2633    5.3910    6.5243    8.2445    9.7432   11.4105   11.6161   12.0061   14.4450   14.9610   15.0861   16.4524   17.3258   18.3112   18.9331   19.6356   21.2101
  0.3556  -49.3613  -49.2974  -49.2921  -44.3421  -44.2813  -44.2738  -23.7171  -23.3894  -23.2319  -23.2160   -7.0565   -6.4763   -6.1313   -5.7502   -5.5202   -5.2174   -5.1133   -5.0818   -4.5068   -4.4676   -4.0331   -3.7677   -2.6717   -2.4924   -2.2399   -1.1148   -0.8812    3.2019    3.9812    4.5038    4.5348    5.2548    5.3900    6.4131    8.3034    9.7333   11.3870   11.6156   12.0232   14.5229   14.9830   15.1326   16.4542   17.3641   18.1383   18.8336   19.5277   21.1836
  0.3779  -49.3613  -49.2974  -49.2921  -44.3421  -44.2813  -44.2738  -23.7070  -23.4004  -23.2310  -23.2166   -7.0297   -6.4718   -6.1324   -5.7302   -5.5445   -5.2149   -5.1046   -5.0684   -4.5259   -4.5201   -4.0383   -3.7838   -2.6687   -2.4898   -2.2375   -1.0995   -0.8791    3.2924    3.9870    4.5024    4.5327    5.2457    5.3890    6.3010    8.3653    9.7195   11.3446   11.5952   12.0894   14.6023   15.0048   15.1575   16.4559   17.4051   17.9646   18.7682   19.4189   21.1537
  0.4001  -49.3613  -49.2974  -49.2921  -44.3421  -44.2813  -44.2738  -23.6966  -23.4119  -23.2301  -23.2170   -7.0028   -6.4668   -6.1335   -5.7127   -5.5652   -5.2125   -5.0967   -5.0543   -4.5724   -4.5453   -4.0423   -3.8004   -2.6658   -2.4873   -2.2351   -1.0848   -0.8769    3.3849    3.9939    4.5010    4.5306    5.2358    5.3881    6.1887    8.4300    9.7019   11.2967   11.5563   12.1904   14.6811   15.0263   15.1609   16.4575   17.4491   17.7908   18.7379   19.3100   21.1197
  0.4223  -49.3613  -49.2974  -49.2921  -44.3421  -44.2813  -44.2738  -23.6856  -23.4237  -23.2292  -23.2174   -6.9763   -6.4614   -6.1346   -5.7021   -5.5778   -5.2103   -5.0900   -5.0397   -4.6239   -4.5650   -4.0451   -3.8173   -2.6630   -2.4849   -2.2329   -1.0708   -0.8749    3.4784    4.0023    4.4997    4.5287    5.2246    5.3871    6.0772    8.4973    9.6803   11.2483   11.5092   12.3116   14.7554   15.0470   15.1467   16.4590   17.4959   17.6182   18.7421   19.2016   21.0806
  0.4446  -49.3613  -49.2974  -49.2921  -44.3421  -44.2813  -44.2738  -23.6743  -23.4358  -23.2285  -23.2179   -6.9506   -6.4555   -6.1355   -5.7037   -5.5765   -5.2083   -5.0850   -5.0247   -4.6739   -4.5847   -4.0464   -3.8345   -2.6605   -2.4827   -2.2309   -1.0578   -0.8730    3.5713    4.0134    4.4984    4.5268    5.2115    5.3863    5.9674    8.5665    9.6544   11.2010   11.4605   12.4446   14.8130   15.0667   15.1278   16.4605   17.4479   17.5456   18.7786   19.0946   21.0346
  0.4668  -49.3613  -49.2974  -49.2921  -44.3421  -44.2813  -44.2738  -23.6626  -23.4481  -23.2279  -23.2183   -6.9260   -6.4490   -6.1364   -5.7173   -5.5615   -5.2065   -5.0823   -5.0093   -4.7216   -4.6043   -4.0462   -3.8517   -2.6582   -2.4807   -2.2291   -1.0457   -0.8713    3.6613    4.0291    4.4972    4.5251    5.1957    5.3855    5.8610    8.6374    9.6242   11.1560   11.4139   12.5856   14.8271   15.0852   15.1330   16.4618   17.2807   17.5981   18.8442   18.9894   20.9799
